"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8377000","","","","0"
"1984","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8094000","","","","0"
"1985","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8357000","","","","0"
"1986","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8797800","","","","0"
"1987","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8263700","","","","0"
"1988","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","7851000","","","","0"
"1989","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8134100","","","","0"
"1990","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8316300","","","","0"
"1991","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8603239","","","","0"
"1992","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","8557100","","","","0"
"1993","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","7588000","","","","0"
"1994","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6428400","","","","0"
"1995","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6620600","","","","0"
"1996","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","7353100","","","","0"
"1997","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6956400","","","","0"
"1998","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6404200","","","","0"
"1999","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5859700","","","","0"
"2000","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6145100","","","","0"
"2001","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6163300","","","","0"
"2002","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","6046000","","","","0"
"2003","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5948900","","","","0"
"2004","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5578400","","","","0"
"2005","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5333700","","","","0"
"2006","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5295200","","","","0"
"2007","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4809600","","","","0"
"2008","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5341800","","","","0"
"2009","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5305500","","","","0"
"2010","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4160000","","","","0"
"2011","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4516300","","","","0"
"2012","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5224500","","","","0"
"2013","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5690000","","","","0"
"2014","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5331800","","","","0"
"2015","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5202300","","","","0"
"2016","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4904800","","","","0"
"2017","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4587100","","","","0"
"2018","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5255700","","","","0"
"2019","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5226800","","","","0"
"2020","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","5203700","","","","0"
"2021","Saskatchewan","2016A000247","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995602","10.16.1","4860800","","","","0"


