"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","69200","","","","0"
"1996","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","70100","","","","0"
"1997","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","70800","","","","0"
"1998","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","72800","","","","0"
"1999","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","74900","","","","0"
"2000","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","76900","","","","0"
"2001","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","78900","","","","0"
"2002","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","78500","","","","0"
"2003","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","76900","","","","0"
"2004","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","76900","","","","0"
"2005","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","80900","","","","0"
"2006","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","83700","","","","0"
"2007","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","83000","","","","0"
"2008","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","74900","","","","0"
"2009","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","74500","","","","0"
"2010","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","72800","","","","0"
"2011","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","70600","","","","0"
"2012","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","68800","","","","0"
"2013","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","68000","","","","0"
"2014","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","66800","","","","0"
"2015","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","65600","","","","0"
"2016","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","65000","","","","0"
"2017","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","66400","","","","0"
"2018","New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115114010","5.16.28","64200","","","","0"
