"REF_DATE","GEO","DGUID","Trade flow detail","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","174969","","","","0"
"2011","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","242836","","","","0"
"2012","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","198139","","","","0"
"2013","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","190586","","","","0"
"2014","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","202028","","","","0"
"2015","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","254345","","","","0"
"2016","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","261225","","","","0"
"2017","Ontario","2016A000235","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113694271","7.22.5","280350","","","","0"
"2010","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","1871","","","","0"
"2011","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","4649","","","","0"
"2012","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","12281","","","","0"
"2013","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","10147","","","","0"
"2014","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","25705","","","","0"
"2015","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","31317","","","","0"
"2016","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","31489","","","","0"
"2017","Ontario","2016A000235","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113694272","7.22.6","18280","","","","0"
"2010","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","288168","","","","0"
"2011","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","321076","","","","0"
"2012","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","297352","","","","0"
"2013","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","333390","","","","0"
"2014","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","421731","","","","0"
"2015","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","366565","","","","0"
"2016","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","351093","","","","0"
"2017","Ontario","2016A000235","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113694273","7.22.7","308387","","","","0"
"2010","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","55888","","","","0"
"2011","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","84061","","","","0"
"2012","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","74731","","","","0"
"2013","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","80877","","","","0"
"2014","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","52073","","","","0"
"2015","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","45975","","","","0"
"2016","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","54694","","","","0"
"2017","Ontario","2016A000235","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113694274","7.22.8","60528","","","","0"
"2010","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","256501","","","","0"
"2011","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","53984","","","","0"
"2012","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","144024","","","","0"
"2013","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","120896","","","","0"
"2014","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","119149","","","","0"
"2015","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","162310","","","","0"
"2016","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","195800","","","","0"
"2017","Manitoba","2016A000246","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113698688","8.18.4","224075","","","","0"
"2010","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","7905","","","","0"
"2011","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","51937","","","","0"
"2012","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","45916","","","","0"
"2013","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","14909","","","","0"
"2014","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","29132","","","","0"
"2015","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","71763","","","","0"
"2016","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","74352","","","","0"
"2017","Manitoba","2016A000246","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113698689","8.18.5","415577","","","","0"
"2010","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","146490","","","","0"
"2011","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","102106","","","","0"
"2012","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","171146","","","","0"
"2013","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","297316","","","","0"
"2014","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","42795","","","","0"
"2015","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","95485","","","","0"
"2016","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","99717","","","","0"
"2017","Manitoba","2016A000246","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113698690","8.18.6","289170","","","","0"
"2010","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","25959","","","","0"
"2011","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","7395","","","","0"
"2012","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","28846","","","","0"
"2013","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","88058","","","","0"
"2014","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","41460","","","","0"
"2015","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","61714","","","","0"
"2016","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","68770","","","","0"
"2017","Manitoba","2016A000246","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113698691","8.18.7","64290","","","","0"
"2010","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","142994","","","","0"
"2011","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","107661","","","","0"
"2012","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","115512","","","","0"
"2013","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","125055","","","","0"
"2014","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","150623","","","","0"
"2015","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","135462","","","","0"
"2016","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","160719","","","","0"
"2017","Manitoba","2016A000246","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113698692","8.18.8","178588","","","","0"
"2010","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","101972","","","","0"
"2011","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","84959","","","","0"
"2012","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","8155","","","","0"
"2013","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","28721","","","","0"
"2014","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","230715","","","","0"
"2015","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","205200","","","","0"
"2016","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","201881","","","","0"
"2017","Manitoba","2016A000246","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699019","8.19.4","274744","","","","0"
"2010","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","7904","","","","0"
"2011","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","14191","","","","0"
"2012","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","32498","","","","0"
"2013","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","34202","","","","0"
"2014","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","42784","","","","0"
"2015","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","10508","","","","0"
"2016","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","201","","","","0"
"2017","Manitoba","2016A000246","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699020","8.19.5","25567","","","","0"
"2010","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","25364","","","","0"
"2011","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","19615","","","","0"
"2012","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","8972","","","","0"
"2013","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","3310","","","","0"
"2014","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","4449","","","","0"
"2015","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","1214","","","","0"
"2016","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","862","","","","0"
"2017","Manitoba","2016A000246","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699021","8.19.6","174","","","","0"
"2010","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","123715","","","","0"
"2011","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","150481","","","","0"
"2012","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","134677","","","","0"
"2013","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","39853","","","","0"
"2014","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","148023","","","","0"
"2015","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","174541","","","","0"
"2016","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","75662","","","","0"
"2017","Manitoba","2016A000246","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699022","8.19.7","60586","","","","0"
"2010","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","9630","","","","0"
"2011","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","9833","","","","0"
"2012","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","10535","","","","0"
"2013","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","4842","","","","0"
"2014","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","3917","","","","0"
"2015","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","6494","","","","0"
"2016","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","8496","","","","0"
"2017","Manitoba","2016A000246","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699023","8.19.8","4641","","","","0"
"2010","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","666833","","","","0"
"2011","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","714397","","","","0"
"2012","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","569494","","","","0"
"2013","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","531908","","","","0"
"2014","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","670210","","","","0"
"2015","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","585816","","","","0"
"2016","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","718659","","","","0"
"2017","Manitoba","2016A000246","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699406","8.20.4","765137","","","","0"
"2010","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","166240","","","","0"
"2011","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","160579","","","","0"
"2012","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","234196","","","","0"
"2013","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","393055","","","","0"
"2014","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","415186","","","","0"
"2015","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","360542","","","","0"
"2016","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","346103","","","","0"
"2017","Manitoba","2016A000246","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699407","8.20.5","457046","","","","0"
"2010","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","488819","","","","0"
"2011","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","589424","","","","0"
"2012","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","548505","","","","0"
"2013","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","595848","","","","0"
"2014","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","776222","","","","0"
"2015","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","734247","","","","0"
"2016","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","580871","","","","0"
"2017","Manitoba","2016A000246","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699408","8.20.6","588116","","","","0"
"2010","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","156133","","","","0"
"2011","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","197716","","","","0"
"2012","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","124130","","","","0"
"2013","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","129577","","","","0"
"2014","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","135637","","","","0"
"2015","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","155230","","","","0"
"2016","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","128429","","","","0"
"2017","Manitoba","2016A000246","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699409","8.20.7","105454","","","","0"
"2010","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","31255","","","","0"
"2011","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","21203","","","","0"
"2012","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","18286","","","","0"
"2013","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","21606","","","","0"
"2014","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","42585","","","","0"
"2015","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","44650","","","","0"
"2016","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","39429","","","","0"
"2017","Manitoba","2016A000246","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699410","8.20.8","40385","","","","0"
"2010","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","58627","","","","0"
"2011","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","59654","","","","0"
"2012","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","60640","","","","0"
"2013","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","55744","","","","0"
"2014","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","20966","","","","0"
"2015","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","30274","","","","0"
"2016","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","23007","","","","0"
"2017","Manitoba","2016A000246","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113699708","8.22.4","9144","","","","0"
"2010","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","1020","","","","0"
"2011","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","350","","","","0"
"2012","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","746","","","","0"
"2013","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","1756","","","","0"
"2014","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","56","","","","0"
"2015","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","4067","","","","0"
"2016","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","4349","","","","0"
"2017","Manitoba","2016A000246","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113699709","8.22.5","332","","","","0"
"2010","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","227","","","","0"
"2011","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","471","","","","0"
"2012","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","1151","","","","0"
"2013","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","187","","","","0"
"2014","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","1769","","","","0"
"2015","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","986","","","","0"
"2016","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","633","","","","0"
"2017","Manitoba","2016A000246","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113699710","8.22.6","28","","","","0"
"2010","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","11413","","","","0"
"2011","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","6005","","","","0"
"2012","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","5093","","","","0"
"2013","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","2097","","","","0"
"2014","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","28276","","","","0"
"2015","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","20961","","","","0"
"2016","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","10066","","","","0"
"2017","Manitoba","2016A000246","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113699711","8.22.7","2123","","","","0"
"2010","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","260","","","","0"
"2011","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","509","","","","0"
"2012","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","766","","","","0"
"2013","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","870","","","","0"
"2014","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","5980","","","","0"
"2015","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","10865","","","","0"
"2016","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","11784","","","","0"
"2017","Manitoba","2016A000246","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113699712","8.22.8","8608","","","","0"
