"REF_DATE","GEO","DGUID","Trade flow detail","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","3626","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","4226","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","3529","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","3317","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","3277","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679596","5.18.5","3411","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","16","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","19","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","17","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","24","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","79","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","53","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","63","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679597","5.18.6","49","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","5795","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","11959","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","12056","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","10090","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","10752","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","7748","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","7876","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679598","5.18.7","15782","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","31595","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","47768","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","52867","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","49831","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","53778","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","53848","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","41804","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679599","5.18.8","59964","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","9058","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","11802","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","12323","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","11175","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","9889","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","4107","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","3550","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113679923","5.19.5","2010","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","4053","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","5057","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","5328","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","4923","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","3315","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","4915","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","4179","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113679924","5.19.6","4623","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","6","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","6","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","61","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","43","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","18","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","154","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","118","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113679925","5.19.7","72","","","","0"
"2010","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","6880","","","","0"
"2011","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","4878","","","","0"
"2012","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","7069","","","","0"
"2013","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","3730","","","","0"
"2014","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","2454","","","","0"
"2015","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","3302","","","","0"
"2016","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","5833","","","","0"
"2017","New Brunswick","2016A000213","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113679926","5.19.8","3766","","","","0"
"2010","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","166","","","","0"
"2011","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","0","","","","0"
"2012","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","1356","","","","0"
"2013","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","1086","","","","0"
"2014","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","338","","","","0"
"2015","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","345","","","","0"
"2016","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","568","","","","0"
"2017","New Brunswick","2016A000213","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680305","5.20.5","550","","","","0"
"2010","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","197","","","","0"
"2011","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","17","","","","0"
"2012","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","45","","","","0"
"2013","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","20","","","","0"
"2014","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","0","","","","0"
"2015","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","9","","","","0"
"2016","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","6","","","","0"
"2017","New Brunswick","2016A000213","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680306","5.20.7","10","","","","0"
"2010","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","43885","","","","0"
"2011","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","56105","","","","0"
"2012","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","35512","","","","0"
"2013","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","40594","","","","0"
"2014","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","40043","","","","0"
"2015","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","41785","","","","0"
"2016","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","54095","","","","0"
"2017","New Brunswick","2016A000213","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680307","5.20.8","52366","","","","0"
"2010","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","327","","","","0"
"2011","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","620","","","","0"
"2012","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","249","","","","0"
"2013","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","28","","","","0"
"2014","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","30","","","","0"
"2015","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","13","","","","0"
"2016","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","7","","","","0"
"2017","New Brunswick","2016A000213","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113680602","5.22.4","7","","","","0"
"2010","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","751","","","","0"
"2011","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","1635","","","","0"
"2012","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","543","","","","0"
"2013","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","974","","","","0"
"2014","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","3061","","","","0"
"2015","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","1269","","","","0"
"2016","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","1392","","","","0"
"2017","New Brunswick","2016A000213","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113680603","5.22.5","4806","","","","0"
"2010","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","25","","","","0"
"2011","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","40","","","","0"
"2012","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","61","","","","0"
"2013","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","26","","","","0"
"2014","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","82","","","","0"
"2015","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","165","","","","0"
"2016","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","176","","","","0"
"2017","New Brunswick","2016A000213","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113680604","5.22.6","174","","","","0"
"2010","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","604","","","","0"
"2011","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","364","","","","0"
"2012","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","1629","","","","0"
"2013","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","851","","","","0"
"2014","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","3118","","","","0"
"2015","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","17838","","","","0"
"2016","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","16985","","","","0"
"2017","New Brunswick","2016A000213","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113680605","5.22.7","12170","","","","0"
"2010","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","1391","","","","0"
"2011","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","780","","","","0"
"2012","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","849","","","","0"
"2013","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","600","","","","0"
"2014","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","9248","","","","0"
"2015","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","8297","","","","0"
"2016","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","9274","","","","0"
"2017","New Brunswick","2016A000213","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113680606","5.22.8","4620","","","","0"
"2010","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","3260","","","","0"
"2011","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","5185","","","","0"
"2012","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","5113","","","","0"
"2013","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","12511","","","","0"
"2014","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","5724","","","","0"
"2015","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","5127","","","","0"
"2016","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","7625","","","","0"
"2017","Quebec","2016A000224","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686079","6.18.6","5619","","","","0"
"2010","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","173885","","","","0"
"2011","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","159430","","","","0"
"2012","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","337040","","","","0"
"2013","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","257951","","","","0"
"2014","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","70004","","","","0"
"2015","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","151981","","","","0"
"2016","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","159387","","","","0"
"2017","Quebec","2016A000224","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686080","6.18.7","161748","","","","0"
"2010","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","10694","","","","0"
"2011","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","9412","","","","0"
"2012","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","14015","","","","0"
"2013","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","12564","","","","0"
"2014","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","9368","","","","0"
"2015","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","14755","","","","0"
"2016","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","18217","","","","0"
"2017","Quebec","2016A000224","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686081","6.18.8","26123","","","","0"
"2010","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","0","","","","0"
"2011","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","261922","","","","0"
"2012","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","238498","","","","0"
"2013","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","38901","","","","0"
"2014","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","129578","","","","0"
"2015","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","137217","","","","0"
"2016","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","146118","","","","0"
"2017","Quebec","2016A000224","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113686458","6.19.4","202369","","","","0"
"2010","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","4599","","","","0"
"2011","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","96790","","","","0"
"2012","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","140757","","","","0"
"2013","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","142174","","","","0"
"2014","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","177432","","","","0"
"2015","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","80285","","","","0"
"2016","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","68071","","","","0"
"2017","Quebec","2016A000224","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113686459","6.19.5","228456","","","","0"
"2010","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","272914","","","","0"
"2011","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","273779","","","","0"
"2012","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","217584","","","","0"
"2013","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","143029","","","","0"
"2014","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","105391","","","","0"
"2015","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","136642","","","","0"
"2016","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","132621","","","","0"
"2017","Quebec","2016A000224","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113686460","6.19.6","182896","","","","0"
"2010","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","19220","","","","0"
"2011","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","19557","","","","0"
"2012","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","22570","","","","0"
"2013","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","23617","","","","0"
"2014","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","19545","","","","0"
"2015","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","18693","","","","0"
"2016","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","21766","","","","0"
"2017","Quebec","2016A000224","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113686461","6.19.7","45808","","","","0"
"2010","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","51182","","","","0"
"2011","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","51907","","","","0"
"2012","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","49541","","","","0"
"2013","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","47595","","","","0"
"2014","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","54761","","","","0"
"2015","Quebec","2016A000224","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113686462","6.19.8","39725","","","","0"
