Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2007-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,39047001,128574,Weight in metric tonne
1988-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,56402,256,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,63922,188,Weight in metric tonne
1994-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,223578,587,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,61946,249,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,3659751,10116,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,30009,213,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,108266,330,Weight in metric tonne
1993-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,5377421,17286,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,20937954,65457,Weight in metric tonne
1991-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,716922,4070,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,383365,1159,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1375459,4599,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1056039,3810,Weight in metric tonne
2000-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,3382048,9213,Weight in metric tonne
2002-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,8178041,20313,Weight in metric tonne
2003-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,6904389,28029,Weight in metric tonne
1995-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,1505527,8395,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,2428714,10358,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,3403182,11146,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,11178,55,Weight in metric tonne
1996-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,828429,2083,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,2978141,13294,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,6086796,19489,Weight in metric tonne
1992-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,3381236,20671,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,19165702,57119,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,25724840,70717,Weight in metric tonne
2004-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,14901019,47369,Weight in metric tonne
2005-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,14374246,45002,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,546018,3333,Weight in metric tonne
1992-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,7084,42,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,2480841,11452,Weight in metric tonne
2003-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,399029,498,Weight in metric tonne
2008-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,3021387,9376,Weight in metric tonne
1996-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,417583,2039,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,224178,315,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,1252647,1670,Weight in metric tonne
2010-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,10415,25,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Newfoundland and Labrador,The world,N/A,8659,55,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,19760,76,Weight in metric tonne
1997-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,3953,19,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,50251,206,Weight in metric tonne
1992-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,12445695,32901,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,10729024,26267,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,7634997,20615,Weight in metric tonne
1999-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,55340412,173667,Weight in metric tonne
2003-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,2989609,9362,Weight in metric tonne
2009-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,11050663,21527,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,55897338,134806,Weight in metric tonne
2010-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,46094326,116441,Weight in metric tonne
1991-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,1426324,4583,Weight in metric tonne
1997-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,5273,19,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,33637,106,Weight in metric tonne
2000-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,40898,107,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,20458,19,Weight in metric tonne
2007-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,108671,337,Weight in metric tonne
1995-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,12230408,45950,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,12876546,36776,Weight in metric tonne
1991-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,54621,225,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,111621,268,Weight in metric tonne
1997-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,7700835,22599,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,21260340,42770,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,14097786,28043,Weight in metric tonne
1991-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,102771,393,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,261899,683,Weight in metric tonne
2003-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,310023,701,Weight in metric tonne
2009-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,935523,1421,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,636545,1340,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,14108859,52483,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,88574,242,Weight in metric tonne
1998-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,417389,1557,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1869770,5482,Weight in metric tonne
2001-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1683036,5116,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,3448410,8878,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,1250989,8479,Weight in metric tonne
1993-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,1571290,6967,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,2246797,7576,Weight in metric tonne
2001-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,6100796,24069,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,2170413,5962,Weight in metric tonne
2003-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,3373179,29140,Weight in metric tonne
2001-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,367873,640,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,243202,414,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,816465,2202,Weight in metric tonne
2010-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,363175,629,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,5792,20,Weight in metric tonne
1988-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,793585,3874,Weight in metric tonne
1990-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,350679,1353,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,422367,1334,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,400736,1731,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,2573208,9786,Weight in metric tonne
1995-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,4044184,12476,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,3496610,9475,Weight in metric tonne
2004-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,3094800,8669,Weight in metric tonne
1991-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,33681,58,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,78169,389,Weight in metric tonne
1995-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,316926,1088,Weight in metric tonne
1997-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,35290,99,Weight in metric tonne
2007-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,9353,31,Weight in metric tonne
1990-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,33857560,124534,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,7773501,15712,Weight in metric tonne
2007-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,53941584,163439,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,44181979,86831,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,93309,398,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,772328,2647,Weight in metric tonne
1992-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,80843,335,Weight in metric tonne
2003-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,5489,19,Weight in metric tonne
2002-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,71056,166,Weight in metric tonne
1988-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,6772386,29354,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,13982826,53105,Weight in metric tonne
2001-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,9692528,38787,Weight in metric tonne
2000-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,22243955,75833,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,31108231,92367,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,51355311,106338,Weight in metric tonne
2005-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,206088,815,Weight in metric tonne
1992-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,1465813,7336,Weight in metric tonne
2001-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,21432847,49045,Weight in metric tonne
1988-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,64708,303,Weight in metric tonne
1990-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,290486,982,Weight in metric tonne
1993-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,107012,357,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,1571549,5293,Weight in metric tonne
2001-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,102892,291,Weight in metric tonne
2005-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,88005,193,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,195175,578,Weight in metric tonne
1999-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,12870478,45032,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,12082784,52052,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,14140517,47560,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1978815,4673,Weight in metric tonne
1990-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,569837,2432,Weight in metric tonne
1995-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,4629233,27503,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,3850578,11318,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,29968061,132252,Weight in metric tonne
1992-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,15784,77,Weight in metric tonne
2005-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,2615760,8101,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,2464779,7292,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,38668,131,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,773486,1259,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,377719,915,Weight in metric tonne
1994-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,12091344,38750,Weight in metric tonne
1998-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,23707578,66406,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,25985774,68011,Weight in metric tonne
2007-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,15197287,45141,Weight in metric tonne
1991-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,1427367,8417,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,2090683,5873,Weight in metric tonne
1998-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,4056017,11740,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,3322349,10749,Weight in metric tonne
1999-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,812856,1801,Weight in metric tonne
2004-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,2584211,4033,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,2776763,6186,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,90875,338,Weight in metric tonne
1992-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,3844,50,Weight in metric tonne
1988-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,20571399,50636,Weight in metric tonne
1993-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,9565937,29756,Weight in metric tonne
1999-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,7082836,17961,Weight in metric tonne
2004-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,6649334,22360,Weight in metric tonne
2005-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,3512204,11218,Weight in metric tonne
2006-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,55087907,131739,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,280496,1162,Weight in metric tonne
1993-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,1991072,7292,Weight in metric tonne
1997-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,262933,907,Weight in metric tonne
2008-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,144024,154,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,128517,286,Weight in metric tonne
2010-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,241657,669,Weight in metric tonne
1991-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,9238930,43680,Weight in metric tonne
1993-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,10704879,54744,Weight in metric tonne
1994-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,17209261,68280,Weight in metric tonne
1996-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,21232063,78019,Weight in metric tonne
1998-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,129484,382,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,139508,630,Weight in metric tonne
2001-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,223796,663,Weight in metric tonne
2003-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,184013,687,Weight in metric tonne
2008-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,361654,1375,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,12062324,29975,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,1841528,7688,Weight in metric tonne
2001-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,8622528,27549,Weight in metric tonne
2002-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,17405945,54650,Weight in metric tonne
1994-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Manitoba,The world,N/A,1010606,3072,Weight in metric tonne
1996-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,5396203,24496,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,3710855,11838,Weight in metric tonne
2009-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Manitoba,The world,N/A,30822000,105790,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,16479,39,Weight in metric tonne
1993-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,56264,171,Weight in metric tonne
1997-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,1747822,6239,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Saskatchewan,The world,N/A,2488262,6272,Weight in metric tonne
1990-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,15874,46,Weight in metric tonne
1993-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Saskatchewan,The world,N/A,75308,218,Weight in metric tonne
1997-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,15414541,56873,Weight in metric tonne
2001-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,12187961,33642,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Alberta,The world,N/A,17529748,51576,Weight in metric tonne
2000-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Alberta,The world,N/A,743643,1112,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,5282371,14857,Weight in metric tonne
2009-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",British Columbia,The world,N/A,2965225,5304,Weight in metric tonne
1989-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,48086,150,Weight in metric tonne
2006-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",British Columbia,The world,N/A,1750848,2843,Weight in metric tonne
2001-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nunavut,The world,N/A,25266,46,Weight in metric tonne
2003-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Newfoundland and Labrador,The world,N/A,4560,25,Weight in metric tonne
1991-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,13411441,37558,Weight in metric tonne
1997-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,9347588,24280,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,17547774,106153,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Prince Edward Island,The world,N/A,62105382,221161,Weight in metric tonne
2006-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,6174794,16105,Weight in metric tonne
2007-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,7866210,20008,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Prince Edward Island,The world,N/A,6105713,11355,Weight in metric tonne
1990-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,3808494,10541,Weight in metric tonne
1995-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,62932,230,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,16463,25,Weight in metric tonne
2004-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,18419,54,Weight in metric tonne
2009-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Nova Scotia,The world,N/A,268941,302,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,191472,453,Weight in metric tonne
2005-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Nova Scotia,The world,N/A,98678,489,Weight in metric tonne
1996-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,17644545,71645,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,12485156,55643,Weight in metric tonne
1994-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,21465685,71494,Weight in metric tonne
2002-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,14982420,58188,Weight in metric tonne
2004-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",New Brunswick,The world,N/A,8184521,46815,Weight in metric tonne
2006-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,38194398,96470,Weight in metric tonne
2008-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,64907258,154028,Weight in metric tonne
2010-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,35114026,95240,Weight in metric tonne
1989-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,23260,92,Weight in metric tonne
2010-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,667266,1498,Weight in metric tonne
2000-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,308535,1148,Weight in metric tonne
2009-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Quebec,The world,N/A,717256,1507,Weight in metric tonne
1988-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,775155,4752,Weight in metric tonne
1998-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,11194085,31269,Weight in metric tonne
1999-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,11078261,25692,Weight in metric tonne
2006-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,10637159,23279,Weight in metric tonne
